"pnum","age","female","ethnic","cauc","afamer","amerind","hawaii","asian","nonnative","year","marstat","momeduc","dadeduc","momjob","dadjob","ownhome","ownhome2","ownbus","spg1a1","spg1a2","spg1b","spg2a1","spg2a2","spg2b","spg3a1","spg3a2","spg3b","spg4a1","spg4a2","spg4b","spg5a1","spg5a2","spg5b","spg6a1","spg6a2","spg6b","spg7a1","spg7a2","spg7b","spg8a1","spg8a2","spg8b","spg9a1","spg9a2","spg9b","spg10a1","spg10a2","spg10b","spg11a1","spg11a2","spg11b","spg12a1","spg12a2","spg12b","spg13a1","spg13a2","spg13b","spg14a1","spg14a2","spg14b","spg15a1","spg15a2","spg15b","spg16a1","spg16a2","spg16b","spg17a1","spg17a2","spg17b","spg18a1","spg18a2","spg18b","spg19a1","spg19a2","spg19b","spg20a1","spg20a2","spg20b","spg21a1","spg21a2","spg21b","spg22a1","spg22a2","spg22b","spg23a1","spg23a2","spg23b","spg24a1","spg24a2","spg24b","spg25a1","spg25a2","spg25b","spg26a1","spg26a2","spg26b","spg27a1","spg27a2","spg27b","spg28a1","spg28a2","spg28b","spg29a1","spg29a2","spg29b","spg30a1","spg30a2","spg30b","spg31a1","spg31a2","spg31b","spg32a1","spg32a2","spg32b","spg33a1","spg33a2","spg33b","spg34a1","spg34a2","spg34b","spg35a1","spg35a2","spg35b","spg36a1","spg36a2","spg36b","upg1a1","upg1a2","upg1b","upg1c","upg1c1","upg1c2","upg2a1","upg2a2","upg2b","upg2c","upg2c1","upg2c2","upg3a1","upg3a2","upg3b","upg3c","upg3c1","upg3c2","upg4a1","upg4a2","upg4b","upg4c","upg4c1","upg4c2","upg5a1","upg5a2","upg5b","upg5c","upg5c1","upg5c2","upg6a1","upg6a2","upg6b","upg6c","upg6c1","upg6c2","upg7a1","upg7a2","upg7b","upg7c","upg7c1","upg7c2","upg8a1","upg8a2","upg8b","upg8c","upg8c1","upg8c2","upg9a1","upg9a2","upg9b","upg9c","upg9c1","upg9c2","upg10a1","upg10a2","upg10b","upg10c","upg10c1","upg10c2","upg11a1","upg11a2","upg11b","upg11c","upg11c1","upg11c2","upg12a1","upg12a2","upg12b","upg12c","upg12c1","upg12c2","upg13a1","upg13a2","upg13b","upg13c","upg13c1","upg13c2","upg14a1","upg14a2","upg14b","upg14c","upg14c1","upg14c2","upg15a1","upg15a2","upg15b","upg15c","upg15c1","upg15c2","upg16a1","upg16a2","upg16b","upg16c","upg16c1","upg16c2","dupg12a1","dupg12a2","dupg12b","dupg12c","dupg12c1","dupg12c2","dupg13a1","dupg13a2","dupg13b","dupg13c","dupg13c1","dupg13c2","dupg14a1","dupg14a2","dupg14b","dupg14c","dupg14c1","dupg14c2","suppnq1","suppnq2","suppnq3","nqfrat","nqrelig","nqcult","nqserv","nqsgov","nqnews","nqathim","nqathcoll","nqsliv","nqcrart","nqathsup","nqacad","nqrotc","skipped","edited","minutes","multrace","duke","pcis_pos","pcis_pun","pcis_ineff","ecrs_rejanx","ecrs_intav","spgmax","countmax","closemax","upgmax","ucountmax","uclosemax","spgcount","spgcountsum","spgclosesum","upgcount","upgcountsum","upgclosesum","inculcation_E","commonality_E","inculcation_P","commonality_P","inculcation_A","commonality_A","race_cat"
174,21,0,0,0,1,0,0,0,0,4,1,3,4,3,1,1,0,1,1,6,1,1,0,0,0,0,NA,1,3,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,4,4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,1,2,1,1,20,2,1,7,0,1,40,6,1,10,4,1,1,0,1,1,1,1,1,1,1,5,1,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,0,1,3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,1,3,NA,0,0,NA,NA,NA,NA,1,4,1,1,3,NA,1,2,2,1,3,NA,0,0,NA,NA,NA,NA,1,40,10,1,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,19,8,4,10,34,54,0,0,80.5,1,0,4,8,6,4,10,3,0.532101311499551,0.745589605258576,0.449169917756269,0.441952549415408,0.192110195603816,0.228884657913104,"afamer"
175,21,1,0,1,0,0,0,0,0,4,1,3,9,1,1,1,1,0,0,0,NA,0,0,NA,0,0,NA,1,4,0,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,2,1,2,2,0,0,NA,1,2,2,0,0,NA,1,200,20,1,6,1,1,2,0,0,0,NA,1,1,1,1,2,0,1,20,1,1,50,5,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,1,3.5,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,1,3.5,NA,1,1,1,1,1.5,NA,0,0,NA,NA,NA,NA,1,130,10,1,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,4,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,11,0,0,10,14,6,25,21,60,1,0,54.3,1,0,3,6,0,3,3,1,1.47732627497969,0.859150818917757,1.61062674946122,0.771863386696938,1.50184138416604,0.808030313993662,"cauc"
176,19,0,0,0,0,0,0,1,0,2,1,3,8,1,1,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,1,500,2,1,600,10,1,100,2,1,50,1,1,30,2,0,0,NA,1,500,2,1,600,15,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,0,2,NA,6,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,1,1,1.5,NA,1,200,20,1,1.5,NA,NA,NA,NA,NA,NA,NA,1,30,0,1,5,NA,1,15,1,1,1.5,NA,1,20,1,2,NA,4,3,3,2,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,6,0,0,14,16,7,35,23,60,1,0,58.3,2,0,1,1,0,1,2,0,0.747527322285665,0.714719109000996,1.03803369192566,0.768680242200984,1.23812415814158,0.819950501757425,"asian"
177,21,1,0,0,0,0,0,1,0,4,1,5,9,1,1,1,0,0,1,3,0,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,5,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,0,1,2,NA,1,2,0,2,NA,3,1,2,1,1,2,NA,1,1,1,1,3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,2,1,5,NA,0,0,NA,NA,NA,NA,1,50,30,1,4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,3,NA,1,5,1,1,1,NA,2,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,14,0,0,17,13,12,35,16,73,1,1,76.8,1,1,3,4,1,5,12,4,1.05509487437501,0.834210352024322,1.20665230953887,0.768228016709269,1.1627366916075,0.704351091823504,"asian"
178,19,1,0,0,1,0,0,0,0,2,1,5,5,1,1,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,1,1,2,1,1,1,1,0,0,NA,0,0,NA,1,50,5,1,10,5,1,15,5,1,10,5,1,5,3,0,0,NA,1,10,8,1,10,10,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,0,2,NA,4,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,0,1,1,NA,0,0,NA,NA,NA,NA,1,15,0,2,NA,7,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,10,4,1,1.5,NA,2,NA,NA,NA,NA,NA,2,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,16,0,18,0,0,15,16,12,30,23,60,2,0,54.3,2,0,1,2,0,2,5,0,0.948099125183833,0.704593019504914,1.016088494746,0.554329599322941,0.589834083640278,0.416955182865698,"afamer"
179,22,0,0,0,1,0,0,0,0,4,1,5,9,4,1,0,0,0,1,5,4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,5,5,0,0,NA,0,0,NA,NA,NA,NA,1,2,2,1,3,NA,1,5,3,1,2,NA,1,1,1,1,2,NA,0,0,NA,NA,NA,NA,1,1,1,1,4,NA,1,1,1,1,3,NA,1,1,1,1,4,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,4,1,1,4,NA,0,0,NA,NA,NA,NA,1,30,10,1,4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,5,1,2,NA,1,6,3,1,4,NA,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,12,17,10,29,16,0,0,0,76.8,1,1,0,0,NA,7,15,10,1.09403046443153,0.916113407554362,1.02610110384269,0.815468562435601,1.1836752606057,0.808714035542996,"afamer"
180,21,0,0,0,1,0,0,0,0,4,2,3,5,1,1,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,10,0,1,10,0,1,200,20,1,10,0,1,5,0,0,0,NA,1,10,0,1,30,0,1,1,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,2,1,3.5,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,6,1,1,0,1,2,NA,1,4,3,1,1.5,NA,1,1,0,2,NA,3,1,100,4,1,2.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,5,0,1,3,NA,4,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,14,0,0,14,14,10,15,19,21,1,0,54.3,2,2,1,1,0,3,7,5,1.17939019072349,0.864971840880772,0.891871544717775,0.663232395979468,0.993991760848364,0.625162923567804,"afamer"
181,19,1,0,0,0,1,0,0,0,2,4,4,4,1,1,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,1,4,2,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,20,1,1,20,1,1,1,0,1,1,1,0,0,NA,1,20,3,0,0,NA,1,50,10,1,10,2,1,2,1,0,0,NA,1,20,10,1,20,10,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,0,2,NA,7,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,0,1,1,NA,0,0,NA,NA,NA,NA,1,5,1,2,NA,9,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,4,1,1,1.5,NA,1,2,1,1,1.5,NA,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,13,6,19,11,73,1,0,54.3,5,0,6,9,3,2,7,0,1.13353512720676,0.90715310269456,0.961488995883675,0.767635424608252,1.14474935823263,0.688541709486326,"amerind"
182,19,1,0,1,0,0,0,0,0,1,3,5,5,2,1,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,5,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,6,0,2,NA,1,1,1,0,2,NA,5,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,3,0,2,NA,1,4,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,20,0,0,13,17,12,30,24,0,0,0,54.3,1,0,0,0,NA,2,7,0,1.11341456781773,0.796265687606295,1.4027747051131,0.63995040747261,2.10220720481333,0.850033619819943,"cauc"
183,19,0,0,1,0,0,0,0,0,2,1,6,6,3,1,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,2,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,0,1,1,1,1,2,2,0,0,NA,1,100,14,1,2,1,1,1,1,1,1,1,0,0,NA,0,0,NA,1,5,5,1,6,6,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,1,1,1.5,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,0,2,NA,4,1,1,0,1,1.5,NA,1,10,1,1,19,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,20,0,0,17,9,6,38,8,73,2,2,70.9,5,1,2,3,2,2,7,1,1.29940886210792,0.879648708448363,1.43999696379352,0.793362785684389,1.37338528089323,0.730061701469237,"cauc"
184,20,1,0,0,0,0,0,1,0,2,1,8,9,1,1,1,1,0,0,0,NA,1,20,0,0,0,NA,0,0,NA,1,5,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,50,2,1,300,150,1,2,0,0,0,NA,1,2,1,0,0,NA,1,200,50,1,100,50,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,1,6,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,30,5,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,6,6,1,2,NA,1,5,5,1,2,NA,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,17,8,22,31,73,5,0,37.1,1,0,2,25,0,1,1,0,1.0155641565423,0.806986701720424,0.70043028144663,0.438528415192376,1.1775418929669,0.617668563439621,"asian"
185,21,1,0,1,0,0,0,0,0,4,1,4,6,4,1,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,1,100,50,1,10,2,1,10,2,0,0,NA,1,1,1,0,0,NA,1,30,25,1,2,2,1,2,2,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,1,2,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,4,1,5,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,22,22,1,4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,15,10,11,25,17,73,2,2,54.3,1,0,1,2,2,2,6,4,1.20134042036803,0.866830588282492,0.962860810023809,0.671018534412321,0.464057198236445,0.35607150461498,"cauc"
186,19,0,0,0,1,0,0,0,0,2,1,4,7,1,2,1,0,0,1,2,2,1,2,2,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,1,5,1,1,6,0,1,1,1,1,4,4,0,0,NA,1,10,10,1,10,5,1,20,10,1,20,10,0,0,NA,0,0,NA,1,5,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,NA,3,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,7,2,1,1,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,6,0,0,NA,NA,NA,NA,1,20,5,2,NA,11,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,0,0,17,15,9,23,26,73,1,1,58.3,1,1,4,5,4,3,9,3,0.735076802861941,0.787469008500693,1.03351371743583,0.78470305157991,0.694346689999816,0.63188291581065,"afamer"
187,21,0,0,1,0,0,0,0,0,4,1,8,8,1,1,1,0,0,1,2,0,0,0,NA,0,0,NA,0,0,NA,1,3,0,1,3,2,1,0,0,1,2,0,0,0,NA,0,0,NA,1,1,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,1,1,1,1,20,0,1,50,5,0,0,NA,0,0,NA,1,100,50,1,50,20,1,20,3,1,20,3,1,5,1,0,0,NA,1,80,20,1,20,3,0,0,NA,1,1,1,1,2.5,NA,1,2,1,1,3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,4,2,1,3,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,10,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,9,5,1,2.5,NA,1,4,4,1,4,NA,1,100,50,1,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1.5,NA,1,2,1,1,4,NA,2,NA,NA,NA,NA,NA,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,17,17,15,25,28,73,3,0,80.5,1,0,6,10,3,5,17,9,1.42411126289737,0.905704940449076,1.62275277037772,0.812498485523112,1.56125225651789,0.791120943803796,"cauc"
188,20,1,0,0,1,0,0,0,0,2,2,2,2,1,1,0,0,0,1,15,6,0,0,NA,0,0,NA,0,0,NA,1,30,20,0,0,NA,1,3,2,0,0,NA,0,0,NA,0,0,NA,1,2,1,1,5,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,3,0,0,0,NA,0,0,NA,0,0,NA,1,3,2,0,0,NA,1,5,3,0,0,NA,1,5,4,1,3,0,1,1,1,1,1000,500,1,75,25,1,1000,500,1,500,25,1,25,5,1,15,15,1,3,3,1,1000,1000,1,20,10,0,0,NA,NA,NA,NA,1,1,0,2,NA,8,1,2,1,2,NA,9,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,1,1,1.5,NA,0,0,NA,NA,NA,NA,1,4,1,1,1.5,NA,0,0,NA,NA,NA,NA,1,5,2,2,NA,7,1,25,3,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,5,2,1,2,NA,1,25,4,1,2,NA,4,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,19,14,10,25,10,73,30,20,80.5,5,1,6,46,28,4,12,3,1.03309615531311,0.876140005095251,1.02339155921137,0.780111544265177,1.12379668298446,0.738890465143018,"afamer"
189,19,1,0,1,0,0,0,0,0,2,1,9,6,1,1,1,1,0,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0,2,NA,7,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,2,1,1,NA,1,4,2,2,NA,4,1,15,12,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,17,9,9,32,11,0,0,0,54.3,1,0,0,0,NA,2,4,2,0.964030199108269,0.844752657997633,1.14769054270063,0.761985313384918,1.24702673328114,0.784001133744042,"cauc"
190,21,1,0,0,0,0,0,1,0,3,1,4,9,2,1,1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,2,1,1,20,5,0,0,NA,0,0,NA,1,5,2,0,0,NA,1,50,10,1,100,20,1,10,2,0,0,NA,1,4,1,0,0,NA,1,20,10,1,8,4,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,0,2,NA,1,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,3,1,2,NA,8,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,6,1,1,3,NA,1,30,15,1,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,4,2,1,3,NA,1,1,0,1,3,NA,2,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,16,0,0,12,17,8,27,17,51,2,1,80.5,3,1,1,2,1,2,5,1,1.08812439662817,0.808190348463328,1.02032896868072,0.592143645478369,1.35122964605321,0.740256329145191,"asian"
